I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
7750,,2008,1,22,17,14,57.9,20,6.1,6.1,,5.9,,,,,INDONESIA,,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442,60,1,1,,,5,1,,1,,,,,1,1,,,5,1,,1,,,,2
7764,,2008,2,3,7,34,12.1,10,5.9,5.9,5.8,6.1,,,,,CONGO,,CONGO:  BUKAVU,-2.296,28.9,10,38,1,,,717,3,,3,99,2,815,3,38,1,,,717,3,,3,99,2,815,3
7765,,2008,2,6,6,9,40.4,10,4.3,,,4.3,,,,,INDIA,,INDIA:  WEST BENGAL,23.433,87.111,60,1,1,,,50,1,,2,,,,,1,1,,,50,1,,2,,,,3
7766,,2008,2,9,7,12,5.8,3,5.1,5.1,,5.1,5.5,,,,MEXICO,,MEXICO:  BAJA CALIFORNIA,32.456,-115.315,150,,,,,,,,1,,,,,,,,,,,,1,,,,
7767,,2008,2,13,20,55,31.5,14,4.9,,4.9,4.5,4.2,,,,IRAN,,IRAN:  NASIRABAD,31.73,51.2,140,,,,,10,1,,1,,,,,,,,,10,1,,1,,,70,2
7768,,2008,2,14,2,7,46.7,10,4.9,,4.9,5.4,,,,,RWANDA,,RWANDA:  GISENYI,-2.404,28.918,10,1,1,,,109,3,,1,,,5,1,1,1,,,109,3,,1,,,5,1
7769,,2008,2,15,10,36,19,10,5,,,5,5.3,,,,LEBANON,,LEBANON-SYRIA:  BAALBEC,33.327,35.305,140,,,,,10,1,,1,,,,1,,,,,10,1,,1,,,,1
7870,,2008,2,20,8,8,30.5,26,7.4,7.4,7.5,6.5,,,,,INDONESIA,,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,60,3,1,,,25,1,,,,,,,3,1,,,25,1,,,,,,
7871,,2008,2,21,14,16,2.7,7,6,6,5.8,5.7,,,,8,USA,NV,NEVADA:  WELLS,41.153,-114.867,150,,,,,3,1,,2,,,720,3,,,,,3,1,,2,,,720,3
7743,Tsu,2008,2,25,8,36,33,25,6.5,6.5,6.6,6.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,60,,,,,,,,1,,,,2,,,,,,,,1,,,,2
7872,,2008,2,27,0,56,47.8,18,4.8,,,4.8,5.3,,,,UK,,UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE,53.403,-0.332,120,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,1
7873,,2008,2,29,4,46,    ,10,4.3,,,4.3,,,,,BRAZIL,,BRAZIL:  SOBRAL,-3.7,-40.35,160,,,,,,,,1,,,,,,,,,,,,1,,,,
7874,,2008,3,9,11,10,41,10,4.5,,,4.5,,,,,INDIA,,INDIA:  GUJARAT,23.33,70.592,60,,,,,,,,1,,,,,,,,,,,,1,,,,1
7875,,2008,3,20,22,32,57.9,10,7.2,7.2,7.3,6.3,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,35.49,81.467,40,,,,,,,,3,2200,4,,,,,,,,,,3,2200,4,,
7876,,2008,3,29,12,51,24.7,51,5.3,5.3,,5.4,,,,,PERU,,PERU:  OFF COAST,-12.178,-77.164,160,,,,,1,1,,1,5,1,,,,,,,1,1,,1,5,1,,
7800,Tsu,2008,4,9,12,46,12.7,33,7.3,7.3,7.3,6.3,,,,,NEW CALEDONIA,,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,170,,,,,,,,,,,,,,,,,,,,,,,,
8127,,2008,4,15,3,3,4.6,33,6.1,6.1,5.8,5.6,,,,,GUATEMALA,,GUATEMALA,13.564,-90.599,100,,,,,,,,1,,,,,,,,,,,,1,,,8,1
7823,,2008,4,18,9,36,59.1,14,5.3,5.3,4.8,5.1,,,,,USA,IL,ILLINOIS:  WEST SALEM,38.452,-87.886,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
8128,,2008,4,26,6,40,10.6,1,5,5,4.8,4.8,4.7,,,,USA,NV,NEVADA:  FALLON,39.52,-119.93,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
8138,Tsu,2008,4,28,18,33,34.2,32,6.4,6.4,6.2,6.2,,,,,VANUATU,,VANUATU ISLANDS,-19.941,168.953,170,,,,,,,,,,,,,,,,,,,,,,,,
8129,,2008,5,1,0,15,27.4,16,4.5,,,4.5,4.7,,,,IRAN,,"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,140,,,,,100,1,,1,,,,,,,,,100,2,,1,,,,
8130,,2008,5,7,16,45,20.2,39,6.8,6.8,6.7,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,36.158,141.521,30,,,,,6,1,,1,,,,,,,,,6,1,,1,,,,
7843,Tsu,2008,5,12,6,28,1.5,19,7.9,7.9,8.1,6.9,,,,9,CHINA,,CHINA:  SICHUAN PROVINCE,31.002,103.322,30,87652,4,,,374171,4,86000,4,5360000,4,5360000,4,87652,4,,,374171,4,86000,4,5360000,4,21000000,4
8122,,2008,5,21,19,23,57.3,10,,,,,,,,,BRAZIL,,BRAZIL:  ALCANTARAS,-3.91,-40.44,160,,,,,,,,1,,,,,,,,,,,,1,,,,
7879,,2008,5,24,19,20,42.4,9,5.6,5.6,,,,,,,COLOMBIA,,"COLOMBIA:  META, QUETAME",4.33,-73.764,160,6,1,,,,,,1,,,,2,6,1,,,,,,1,,,,2
7881,,2008,5,25,8,21,48.7,10,6,6,6,5.8,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.57,105.424,30,8,1,,,927,3,,4,400000,4,400000,4,8,1,,,927,3,,4,400000,4,,
8123,,2008,5,26,15,1,33.6,13,5.6,5.6,5.2,5.3,,,,,COSTA RICA,,PANAMA-COSTA RICA,8.423,-82.968,100,,,,,,,,1,,,,,,,,,,,,1,,,,
8124,,2008,5,27,8,37,51.5,10,5.7,5.7,5.2,5.5,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.71,105.54,30,,,,,,,,3,20000,4,20000,4,,,,,,,,3,20000,4,,
7880,,2008,5,29,15,46,0.4,10,6.3,6.3,6.2,6,,,,,ICELAND,,ICELAND: REYKJAVIK,64.004,-21.012,120,,,,,30,1,,1,,,,,,,,,30,1,,1,,,,
8125,,2008,6,6,20,2,56.8,4,5.5,5.5,5.3,5.5,,,,,ALGERIA,,ALGERIA:  ORAN,35.883,-0.658,15,1,1,,,30,1,,2,,2,,2,1,1,,,30,1,,2,,2,,
8126,,2008,6,6,21,16,33.8,11,3.8,,,3.8,,,,,INDIA,,INDIA:  MANPUR,24.702,84.964,60,,,,,2,1,,1,,,,,,,,,2,1,,1,,,,
7925,,2008,6,8,12,25,29.7,16,6.3,6.3,6.3,6.2,,,,,GREECE,,"GREECE:  ACHAIA, ILEIA",37.963,21.525,130,2,1,,,240,3,,3,1156,4,,,2,1,,,240,3,,3,1156,4,,
7907,,2008,6,13,23,43,45.3,8,6.9,6.9,7,6.5,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,39.03,140.881,30,13,1,,,357,3,,3,,,614,3,13,1,,,357,3,,3,,,614,3
8120,,2008,7,1,0,17,33.2,33,5.5,5.5,5,5.4,,,,,PERU,,"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512,160,,,,,45,1,,1,60,1,25,1,,,,,45,1,,1,60,2,25,1
8121,,2008,7,3,23,10,2,10,5,5,4.2,4.9,,,,,IRAN,,IRAN:  NE:  KATKAN,35.5,58.8,140,,,,,,,,1,,2,,2,,,,,,,,1,,2,,
8955,,2008,7,5,2,12,4.4,633,7.7,7.7,,6.8,,,,,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,50,,,,,,,,,,,,,,,,,,,,,,,,
8163,,2008,7,8,9,13,7.4,123,6.2,6.2,,5.8,,,,,PERU,,PERU:  AREQUIPA,-15.986,-71.748,160,1,1,,,,,,1,,,,2,1,1,,,,,,1,,,,2
7971,Tsu,2008,7,19,2,39,28.7,22,6.9,6.9,7,6.2,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,30,,,,,,,,,,,,,,,,,,,,,,,,
8164,,2008,7,23,15,26,19.9,108,6.8,6.8,,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  N,39.802,141.464,30,1,1,,,200,3,,2,90,2,90,2,1,1,,,200,3,,2,,,90,2
8165,,2008,7,24,7,9,30,10,5.6,5.6,5.4,5.6,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.747,105.542,30,1,1,,,17,1,,3,1200,4,1200,4,1,1,,,17,1,,3,1200,4,,
8166,,2008,7,29,18,42,15.7,15,5.4,5.4,5.5,5.5,,,,6,USA,CA,CALIFORNIA:  LOS ANGELES,33.953,-117.761,150,,,,,8,1,,1,,,,1,,,,,8,1,,1,,,,1
8167,,2008,8,1,8,32,43,7,5.7,5.7,5.6,5.9,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.036,104.722,30,,,,,231,3,,2,540,3,540,3,,,,,231,3,,2,540,3,2450,4
8168,,2008,8,5,9,49,17.2,6,6,6,6,5.9,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.756,105.494,30,4,1,,,29,1,,1,,,,,4,1,,,29,1,,1,,,,1
8169,,2008,8,11,7,19,26.4,13,5.2,5.2,4.5,5.1,,,,,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,10.514,-64.171,160,,,,,,,,1,,,50,1,,,,,,,,1,,,50,1
8170,,2008,8,15,10,25,16.5,10,6,6,5.6,5.8,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8171,,2008,8,19,21,35,17.2,46,5,,,5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.051,97.919,30,,,,,,,,3,5,1,5,1,,,,,,,,3,5,1,2420,4
8172,,2008,8,21,12,24,29.5,1,6,6,5.9,5.6,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.044,97.684,30,5,1,,,127,3,,3,,,,,5,1,,,127,3,,3,,,,
8173,,2008,8,25,11,25,19.3,32,5.5,5.5,5.1,5.4,5.9,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,170,,,,,,,,2,,,,,,,,,,,,1,,,,
8174,,2008,8,25,13,21,58.8,12,6.7,6.7,6.5,6.2,,,,8,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,40,,,,,,,,2,,,700,3,,,,,,,,2,,,700,3
10114,Tsu,2008,8,26,8,7,8.5,10,5,,,5,,,,,ATLANTIC OCEAN,,ATLANTIC OCEAN:  SOUTH,-52.533,26.417,70,,,,,,,,,,,,,,,,,,,,,,,,
8175,,2008,8,27,1,35,32.1,16,6.2,6.2,6.2,5.8,,,,8,RUSSIA,,RUSSIA:  LAKE BAYKAL,51.607,104.158,40,,,,,,,,1,,,,,,,,,,,,1,,,,
8132,,2008,8,30,8,30,54,17,5.9,5.9,5.8,5.7,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,26.272,101.937,30,43,1,,,589,3,,4,392000,4,392000,4,43,1,,,589,3,,4,392000,4,,
8176,,2008,9,3,2,22,47,6,4.1,,4.1,4.6,5.1,,,,TURKEY,,TURKEY:  ADIYAMAN,37.507,38.503,140,,,,,,,,1,,,,,,,,,,,,1,,,,
8185,,2008,9,9,3,7,27.5,25,5.4,,,5.4,,,,,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,60,2,1,,,,,,2,,,,,2,1,,,,,,2,,,113,3
8133,,2008,9,10,11,0,34,12,6.1,6.1,6,6.1,,,,,IRAN,,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,140,7,1,,,45,1,,3,,3,,3,7,1,,,45,1,,3,,3,,3
8134,Tsu,2008,9,11,0,20,50.9,25,6.8,6.8,7,6.1,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.892,143.754,30,,,,,,,,,,,,,,,,,,,,,,,,
8186,,2008,9,16,21,47,14.5,10,5,,,5,,,,,INDIA,,INDIA:  MAHARASHTRA,17.438,73.915,60,1,1,,,20,1,,3,,,,,1,1,,,20,1,,3,,,1500,4
8160,,2008,10,5,15,52,49.4,27,6.6,6.6,6.9,6.4,,,,,KYRGYZSTAN,,KYRGYZSTAN: NURA,39.533,73.824,40,74,2,,,140,3,,2,,2,,,74,2,,,140,3,,2,,2,,
8161,,2008,10,6,8,30,45.5,12,6.3,6.3,6.2,6,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,40,9,1,,,19,1,,2,,3,,,9,1,,,19,1,,2,,3,,
8162,,2008,10,11,9,6,10.7,16,5.7,5.7,5.5,5.6,,,,,RUSSIA,,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,40,13,1,,,100,2,,3,,,1027,4,13,1,,,100,2,,3,,,1027,4
8177,,2008,10,28,23,9,57.6,15,6.4,6.4,6.6,6.3,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.639,67.351,60,166,3,,,370,3,,4,3487,4,3487,4,166,3,,,370,3,,4,3487,4,4125,4
8206,,2008,10,29,11,32,43.1,14,6.4,6.4,6.6,6.2,,,,,PAKISTAN,,PAKISTAN:  ZIARAT,30.598,67.455,60,,,,,1,1,,2,,2,,2,,,,,1,1,,2,,2,,
8207,,2008,11,10,1,22,2.5,19,6.3,6.3,6.4,6.4,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,37.565,95.833,40,,,,,3,1,4,2,,2,,2,,,,,3,1,4,2,,2,,1
8191,Tsu,2008,11,16,17,2,32.7,30,7.3,7.3,7,6.5,,,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,170,6,1,,,77,2,,3,,,1000,3,6,1,,,77,2,,3,,,1000,3
8192,,2008,11,19,6,11,20.7,32,6.1,6.1,5.9,5.9,,,,,PANAMA,,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,100,,,,,,,,1,,,,,,,,,,,,1,,,,
8208,,2008,11,22,22,27,55.1,,4.1,,,,4.1,,,,CZECH REPUBLIC,,CZECH REPUBLIC:  KARVINA,49.914,18.455,110,2,1,,,3,1,,1,,,,,2,1,,,3,1,,1,,,,
8253,,2008,12,7,13,36,21.3,15,5.4,5.4,5.2,5.7,,,,,IRAN,,IRAN:  S,26.99,55.8,140,,,,,5,1,,1,,,,,,,,,5,1,,1,,,,1
8254,,2008,12,9,18,53,11.1,25,4.5,,4.5,5.5,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.518,105.395,30,2,1,,,3,1,,,,,,,2,1,,,3,1,,,,,,
8255,,2008,12,10,10,53,50,10,4.1,,,4.1,4.8,,,,ARGENTINA,,ARGENTINA:  POTRERILLOS,-32.938,-69.259,160,,,,,,,,1,,,,,,,,,,,,1,,,,
8256,,2008,12,25,20,20,51.5,35,4.7,,,4.7,,,,,MYANMAR (BURMA),,MYANMAR (BURMA),23.97,97.569,60,,,,,19,1,,3,30,1,30,1,,,,,19,1,,3,30,1,5400,4
9834,,2008,12,25,20,20,51.5,35,4.8,4.8,,4.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,30,,,,,19,1,,2,30,1,5400,4,,,,,19,1,,2,30,1,5400,4
8257,,2008,12,29,3,37,41.7,158,5.8,5.8,,5.9,,,,,AFGHANISTAN,,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075,40,,,,,,,,1,,,,,,,,,,,,1,,,,1
8204,Tsu,2009,1,3,19,43,50.6,17,7.6,7.6,7.5,6.6,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,170,5,1,,,250,3,,3,,,840,3,5,1,,,250,3,,3,,,840,3
8211,Tsu,2009,1,3,22,33,40.2,23,7.3,7.3,7.4,6.7,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,170,,,,,,,,,,,,,,,,,,,,,,,,
8210,,2009,1,8,19,21,35.6,14,6.1,6.1,6,5.7,,,,,COSTA RICA,,COSTA RICA:  LA PAZ,10.165,-84.197,100,23,1,17,1,100,2,,3,518,3,,,23,1,17,1,100,2,,3,518,3,,
8250,Tsu,2009,1,15,17,49,39,36,7.4,7.4,7.5,6.9,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.857,155.154,50,,,,,,,,,,,,,,,,,,,,,,,,
8258,,2009,1,21,18,17,3.3,10,4.6,,,4.6,4.2,,,,PERU,,PERU:  PACCHA,-11.779,-75.626,160,,,,,,,,2,50,1,500,3,,,,,,,,2,50,1,500,3
8251,Tsu,2009,2,11,17,34,50.8,22,7.2,7.2,7.2,6.6,,,,,INDONESIA,,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,170,,,,,64,2,,2,,,597,3,,,,,64,2,,2,,,597,3
8278,,2009,2,20,3,48,48.2,10,5.4,5.4,,5.5,,,,,PAKISTAN,,PAKISTAN; INDIA:  KASHMIR,34.204,73.899,60,,,,,44,1,,1,,,,,,,,,44,1,,1,,,,2
8279,,2009,2,20,10,2,29.1,17,5.5,,,5.5,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,40.657,78.692,40,,,,,,,,3,5613,4,331,3,,,,,,,,3,331,3,5613,4
8259,Tsu,2009,3,19,18,17,40.9,34,7.6,7.6,7.6,7,,,,,TONGA,,TONGA ISLANDS,-23.046,-174.659,170,,,,,,,,,,,,,,,,,,,,,,,,
8298,,2009,3,26,4,44,11.6,10,4.1,,,4.1,,,,,INDIA,,INDIA:  CHAIBASA,22.399,85.903,60,,,,,5,1,,1,,,,,,,,,5,1,,1,,,,1
8299,,2009,3,31,17,50,34.1,36,4.4,,,4.4,4.9,,,,NICARAGUA,,NICARAGUA:  SAN JUAN DEL RIO COCO,13.452,-86.06,100,,,,,,,,1,3,1,10,1,,,,,,,,2,3,1,10,1
8264,,2009,4,6,1,32,39,9,6.3,6.3,6.2,5.6,,,,,ITALY,,ITALY:  L'AQUILA,42.334,13.334,130,309,3,,,1500,4,2500,4,15000,4,,,309,3,,,1500,4,2500,4,15000,4,,
8277,,2009,4,7,17,47,37,15,5.5,5.5,5.4,5.4,,,,,ITALY,,ITALY:  L'AQUILA,42.275,13.464,130,1,1,,,,,,1,,,,1,1,1,,,,,,1,,,,1
8317,,2009,4,9,1,46,58.2,44,5.2,,,5.2,,,,,INDIA,,INDIA:  JAISALMER,27.143,70.749,60,,,,,6,1,,2,,,,,,,,,6,1,,2,,,,2
8318,,2009,4,16,21,27,51.3,6,5.4,,,5.4,,,,,AFGHANISTAN,,AFGHANISTAN:  NANGARHAR,34.185,70.076,40,19,1,,,51,2,,2,200,3,200,3,19,1,,,51,2,,2,200,3,,
8379,,2009,5,17,19,50,6.2,10,4.6,,,4.6,,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,25.212,37.597,140,,,,,,,,1,,2,,,,,,,,,,1,,2,,
8380,,2009,5,19,17,35,0.6,2,5.7,5.7,5.3,5.7,,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,25.292,37.744,140,,,,,7,1,,,,,,,,,,,7,1,,,,,,
8381,,2009,5,19,19,29,48.9,21,4.9,,,4.9,,,,,INDIA,,INDIA:  KASHMIR,33.198,75.787,60,,,,,,,,1,,,,,,,,,,,,1,,,100,2
8382,,2009,5,24,16,17,50.8,0,5.3,5.3,,5.2,5.5,,,,MACEDONIA,,BALKANS NW:  MACEDONIA,41.303,22.714,130,,,,,,,,2,,,,,,,,,,,,2,,,,3
8297,Tsu,2009,5,28,8,24,45,10,7.3,7.3,7.2,6.7,,,,,HONDURAS,,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,90,7,1,,,40,1,,2,135,3,25,1,7,1,,,40,1,,2,135,3,25,1
8384,,2009,5,29,6,20,14.6,13,5.7,5.7,5.5,5.5,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,-17.026,168.329,170,,,,,10,1,,1,,2,,2,,,,,10,1,,1,,2,,
8385,,2009,6,2,2,17,3.5,15,6.3,6.3,6.2,5.7,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,-17.757,167.949,170,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,2
8383,,2009,6,13,17,17,38.2,15,5.4,5.4,5.1,5.8,,,,,KAZAKHSTAN,,KAZAKHSTAN:  TEKELI,44.724,78.864,40,1,1,,,,,,1,,,,2,1,1,,,,,,1,,,,2
10419,Tsu,2009,7,1,9,30,10.4,19,6.4,6.4,6.3,6.1,,,,2,GREECE,,GREECE:  CRETE,34.164,25.471,130,,,,,,,,,,,,,,,,,,,,,,,,
8388,,2009,7,4,6,49,35.5,38,6,6,5.5,6,,,,5,PANAMA,,PANAMA: PANAMA CITY,9.59,-78.966,100,,,,,32,1,,1,,,,,,,,,32,1,,1,,,10,1
8389,,2009,7,9,11,19,16.2,7,5.7,5.7,5.6,5.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,30,,,,,336,3,,3,,,,,,,,,336,3,,3,,,,
8357,Tsu,2009,7,15,9,22,29,12,7.8,7.8,7.7,6.5,7.3,,,,NEW ZEALAND,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8390,,2009,7,24,3,11,56.8,13,5.8,5.8,5.4,5.7,,,,,CHINA,,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,40,,,,,,,,1,6,1,6,1,,,,,,,,1,6,1,,2
8492,,2009,8,8,13,26,17.5,10,3.4,,,3.4,,,,,CHINA,,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,30,2,1,,,1,1,,2,440,3,440,3,2,1,,,1,1,,2,440,3,,
8378,Tsu,2009,8,10,19,55,35.6,5,7.5,7.5,7.6,6.9,,,,,INDIA,,INDIA:  ANDAMAN I,14.099,92.888,60,,,,,,,,,,,,,,,,,,,,,,,,
8377,Tsu,2009,8,10,20,7,9.1,40,6.4,6.4,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  S COAST,34.743,138.264,30,1,1,,,123,3,,3,,,5192,4,1,1,,,123,3,,3,,,5192,4
8472,Tsu,2009,8,16,7,38,21.7,20,6.7,6.7,6.7,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,60,,,,,9,1,,,,,,,,,,,9,1,,,,,,
8512,,2009,8,28,1,52,6.6,13,6.2,6.2,6.2,6.2,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,37.696,95.718,40,,,,,,,,1,,,,,,,,,,,,1,,,30,1
8513,,2009,8,30,19,27,48.8,82,5.2,,,5.2,,,,,MYANMAR (BURMA),,MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,60,,,,,,,,1,,,,,,,,,,,,1,,,,
8386,,2009,9,2,7,55,1,46,7,7,7,6.8,,,,,INDONESIA,,INDONESIA:  JAVA,-7.782,107.297,60,81,2,,,1297,3,,3,,,,,81,2,,,1297,3,,3,,,54000,4
8532,,2009,9,6,22,41,37.3,15,6,6,5.8,5.7,,,,,GEORGIA,,GEORGIA:  NORTHWESTERN,42.66,43.443,40,,,,,1,1,,2,,,,,,,,,1,1,,2,,,1000,3
8387,,2009,9,12,20,6,24.6,10,6.3,6.3,6.4,6.3,,,,,VENEZUELA,,VENEZUELA:  CARABOBO,10.705,-67.92,160,,,,,18,1,,1,,,17,1,,,,,18,1,,1,,,17,1
8533,,2009,9,18,11,53,48,10,5.7,5.7,5.2,5.4,,,,,PHILIPPINES,,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,170,,,,,91,2,,1,,,,,,,,,91,2,,1,,,76,2
8534,,2009,9,18,23,6,57.7,79,5.7,5.7,,6,,,,,INDONESIA,,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,60,,,,,7,1,,1,,,,2,,,,,7,1,,1,,,,2
8392,,2009,9,21,8,53,5.9,14,6.1,6.1,6.1,6.1,,,,,BHUTAN,,BHUTAN:  TASHIGANG,27.332,91.437,60,11,1,,,,,,3,,3,,3,11,1,,,,3,,3,,3,,
8535,,2009,9,22,8,20,41,0,3.1,,,,3.1,,,,AUSTRALIA,,AUSTRALIA:  MORNINGTON,-38.28,145.25,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8408,Tsu,2009,9,29,17,48,10.9,18,8.1,8.1,8.1,7.1,,,,,SAMOA,,SAMOA ISLANDS,-15.489,-172.095,170,,,,,,,,,,,,,192,3,,,7,1,285,4,,,,
8409,Tsu,2009,9,30,10,16,9.2,81,7.5,7.5,,7.1,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,60,1117,4,,,1214,4,2200,4,,3,181665,4,1117,4,,,1214,4,2200,4,,3,181665,4
8552,,2009,10,1,1,52,27.3,10,6.6,6.6,6.7,5.9,,,,,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,60,3,1,,,,,10,3,,3,,3,3,1,,,,,10,3,,3,,
8410,Tsu,2009,10,7,22,3,14.4,45,7.6,7.6,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS,-13.006,166.51,170,,,,,,,,,,,,,,,,,,,,,,,,
8572,,2009,10,7,22,18,51.2,35,7.8,7.8,7.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,170,,,,,,,,,,,,,,,,,,,,,,,,
8573,,2009,10,9,18,11,39.9,35,5.4,,,5.4,,,,,ECUADOR,,ECUADOR:  TENA,-0.962,-77.817,160,,,,,,,,1,,,,,,,,,,,,1,,,,
8574,,2009,10,22,19,51,27.5,18,6.1,6.1,,6.1,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.517,70.95,40,5,1,,,,,,1,,,,,5,1,,,,,,1,,,,
8772,,2009,10,29,17,0,38.6,26,5.3,,,5.3,,,,,BHUTAN,,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,60,,,,,,,,2,1,1,1,1,,,,,,,,2,1,1,116,3
8431,,2009,11,1,21,7,20.6,25,4.9,4.9,,5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.962,100.825,30,,,,,28,1,,,1000,3,1000,3,,,,,28,1,,,1000,3,30000,4
